comparison,model,metric,n_blocks,baseline_pipeline,treatment_pipeline,raw_mean,raw_std,scaled_mean,scaled_std,mean_diff,std_diff,median_diff,ci_95_low,ci_95_high,ci_target,test_used,shapiro_p_on_diff,statistic,p_value,significant_at_0.05,conclusion
scaled_vs_raw,KNeighborsClassifier,accuracy,10,raw,scaled,0.8164999999999999,0.008592632503100118,0.8134,0.0052957005621961,-0.0031000000000000138,0.011723196378690078,-0.005500000000000005,,,N/A (bootstrap=False),Wilcoxon signed-rank (wilcoxon),0.049113979247925627,17.0,0.306640625,False,Chưa đủ bằng chứng để kết luận có khác biệt
scaled_vs_raw,KNeighborsClassifier,macro_f1,10,raw,scaled,0.8158520261161797,0.008666926637137841,0.8137245057623943,0.005140499754413303,-0.0021275203537853395,0.011578113887453226,-0.004756727551523454,,,N/A (bootstrap=False),Wilcoxon signed-rank (wilcoxon),0.049628931069652424,18.0,0.375,False,Chưa đủ bằng chứng để kết luận có khác biệt
scaled_vs_raw,LogisticRegression,accuracy,10,raw,scaled,0.7704,0.012799305536716534,0.8289,0.00766594199473664,0.05849999999999994,0.013705230145215866,0.05649999999999994,0.04869586896746019,0.06830413103253968,mean,paired t-test (ttest_rel),0.9039835779180503,13.498003401601123,2.810298982770269e-07,True,Có bằng chứng thống kê 'scaled' và 'raw' khác nhau
scaled_vs_raw,LogisticRegression,macro_f1,10,raw,scaled,0.7710375259369464,0.012833084347849391,0.8277483898582357,0.007602246568546525,0.056710863921289247,0.013593030312146556,0.055072016170742866,0.04698699581418636,0.06643473202839213,mean,paired t-test (ttest_rel),0.9564150209148901,13.193194890979536,3.420748342819016e-07,True,Có bằng chứng thống kê 'scaled' và 'raw' khác nhau
scaled_vs_raw,RandomForestClassifier,accuracy,10,raw,scaled,0.8374,0.007167829363048333,0.837,0.00748331477354789,-0.00040000000000000034,0.0018973665961010292,0.0,,,N/A (bootstrap=False),Wilcoxon signed-rank (wilcoxon),0.04760049397580291,5.0,0.625,False,Chưa đủ bằng chứng để kết luận có khác biệt
scaled_vs_raw,RandomForestClassifier,macro_f1,10,raw,scaled,0.8348251320032791,0.0072004598648372315,0.8344396890227175,0.007424307984822663,-0.0003854429805616455,0.001982411769596222,-1.3914923048641281e-05,-0.001803574930454869,0.001032688969331578,mean,paired t-test (ttest_rel),0.05154757532849286,-0.6148458889280443,0.5538815404466849,False,Chưa đủ bằng chứng để kết luận có khác biệt
